group,old_key,old_text
entity.lotr,entity.lotr.BreeHobbitInnkeeper.name,Bree-hobbit Innkeeper
entity.lotr,entity.lotr.BreeBaker.name,Bree-land Baker
entity.lotr,entity.lotr.BreeButcher.name,Bree-land Butcher
entity.lotr,entity.lotr.BreeBrewer.name,Bree-land Brewer
entity.lotr,entity.lotr.BreeMason.name,Bree-land Stonemason
entity.lotr,entity.lotr.BreeLumberman.name,Bree-land Lumberman
entity.lotr,entity.lotr.BreeFlorist.name,Bree-land Florist
entity.lotr,entity.lotr.BreeFarmer.name,Bree-land Farmer
entity.lotr,entity.lotr.BreeFarmhand.name,Bree-land Farmhand
entity.lotr,entity.lotr.BreeHobbitBaker.name,Bree-hobbit Baker
entity.lotr,entity.lotr.BreeHobbitButcher.name,Bree-hobbit Butcher
entity.lotr,entity.lotr.BreeHobbitBrewer.name,Bree-hobbit Brewer
entity.lotr,entity.lotr.BreeHobbitFlorist.name,Bree-hobbit Florist
entity.lotr,entity.lotr.UtumnoOrc.name,Utumno Orc
entity.lotr,entity.lotr.UtumnoOrcArcher.name,Utumno Orc Archer
entity.lotr,entity.lotr.UtumnoWarg.name,Utumno Warg
entity.lotr,entity.lotr.UtumnoIceWarg.name,Utumno Ice Warg
entity.lotr,entity.lotr.UtumnoObsidianWarg.name,Utumno Obsidian Warg
entity.lotr,entity.lotr.UtumnoFireWarg.name,Utumno Fire Warg
entity.lotr,entity.lotr.UtumnoIceSpider.name,Utumno Ice Spider
entity.lotr,entity.lotr.Balrog.name,Balrog
entity.lotr,entity.lotr.TormentedElf.name,Tormented Elf
entity.lotr,entity.lotr.UtumnoTroll.name,Utumno Troll
entity.lotr,entity.lotr.UtumnoSnowTroll.name,Utumno Snow-troll
entity.lotr,entity.lotr.Sauron.name,Sauron
entity.lotr,entity.lotr.Gollum.name,Gollum
entity.lotr,entity.lotr.Saruman.name,Saruman
entity.lotr,entity.lotr.Gandalf.name,Grey Wanderer
entity.lotr,entity.lotr.Portal.name,Ring Portal
entity.lotr,entity.lotr.GandalfFireball.name,Gandalf Fireball
entity.lotr,entity.lotr.Spear.name,Spear
entity.lotr,entity.lotr.WargRug.name,Wargskin Rug
entity.lotr,entity.lotr.MarshWraithBall.name,Marsh Wraith Spell
entity.lotr,entity.lotr.StoneTroll.name,Troll Statue
entity.lotr,entity.lotr.TraderRespawn.name,Trader Respawn
entity.lotr,entity.lotr.ThrownRock.name,Thrown Rock
entity.lotr,entity.lotr.Banner.name,Banner
entity.lotr,entity.lotr.WallBanner.name,Wall Banner
entity.lotr,entity.lotr.InvasionSpawner.name,Invasion Spawner
entity.lotr,entity.lotr.LOTRTNT.name,TNT
entity.lotr,entity.lotr.MallornLeafBomb.name,Mallorn Leaf Bomb
entity.lotr,entity.lotr.LOTRFishHook.name,Fishing Hook
entity.lotr,entity.lotr.NPCRespawner.name,NPC Respawner
entity.lotr,entity.lotr.FallingTreasure.name,Falling Treasure
entity.lotr,entity.lotr.FallingFireJar.name,Falling Fire Jar
entity.lotr,entity.lotr.ThrownFirePot.name,Fire Pot
entity.lotr,entity.lotr.TrollSnowball.name,Troll Snowball
entity.lotr,entity.lotr.LionRug.name,Lion Rug
entity.lotr,entity.lotr.BearRug.name,Bear Rug
entity.lotr,entity.lotr.GiraffeRug.name,Giraffe Rug
lotr.travellingTrader,lotr.travellingTrader.arrive,%s has arrived nearby
lotr.travellingTrader,lotr.travellingTrader.arriveMP,%s has arrived near %s
lotr.travellingTrader,lotr.travellingTrader.depart,%s has left the area
lotr.unitinfo,lotr.unitinfo.Banner,Banner Bearers provide various combat improvements to other nearby NPCs of the same faction
lotr.unit,lotr.unit.MordorOrc_Warg,Warg Rider
lotr.unit,lotr.unit.MordorOrcArcher_Warg,Warg Archer Rider
lotr.unit,lotr.unit.GondorSoldier_Horse,Gondorian Knight
lotr.unit,lotr.unit.DwarfWarrior_Boar,Boar Rider
lotr.unit,lotr.unit.DwarfAxeThrower_Boar,Boar Axe-thrower Rider
lotr.unit,lotr.unit.IsengardSnaga_Warg,Warg Rider
lotr.unit,lotr.unit.IsengardSnagaArcher_Warg,Warg Archer Rider
lotr.unit,lotr.unit.GaladhrimWarrior_Horse,Galadhrim Rider
lotr.unit,lotr.unit.RohirrimArcher_Horse,Archer Rider
lotr.unit,lotr.unit.HobbitBounder_Pony,Mounted Bounder
lotr.unit,lotr.unit.WoodElfWarrior_Elk,Wood-elven Elk Rider
lotr.unit,lotr.unit.AngmarOrc_Warg,Warg Rider
lotr.unit,lotr.unit.AngmarOrcArcher_Warg,Warg Archer Rider
lotr.unit,lotr.unit.MordorOrc_Spider,Spider Rider
lotr.unit,lotr.unit.MordorOrcArcher_Spider,Spider Archer Rider
lotr.unit,lotr.unit.GundabadOrc_Warg,Warg Rider
lotr.unit,lotr.unit.GundabadOrcArcher_Warg,Warg Archer Rider
lotr.unit,lotr.unit.RangerNorth_Horse,Ranger Outrider
lotr.unit,lotr.unit.HighElfWarrior_Horse,Lindon Rider
lotr.unit,lotr.unit.BlueDwarfWarrior_Boar,Boar Rider
lotr.unit,lotr.unit.BlueDwarfAxeThrower_Boar,Boar Axe-thrower Rider
lotr.unit,lotr.unit.DolGuldurOrc_Spider,Spider Rider
lotr.unit,lotr.unit.DolGuldurOrcArcher_Spider,Spider Archer Rider
lotr.unit,lotr.unit.HalfTrollWarrior_Rhino,Rhino Rider
lotr.unit,lotr.unit.DolAmrothSoldier_Horse,Dol Amroth Horseman
lotr.unit,lotr.unit.SwanKnight_Horse,Mounted Swan Knight
lotr.unit,lotr.unit.MoredainWarrior_Zebra,Morwaith Zebra Rider
lotr.unit,lotr.unit.AngmarHillman_Warg,Warg Rider
lotr.unit,lotr.unit.AngmarHillmanWarrior_Warg,Warg Warrior Rider
lotr.unit,lotr.unit.AngmarHillmanAxeThrower_Warg,Warg Axe-thrower Rider
lotr.unit,lotr.unit.DaleSoldier_Horse,Dalish Knight
lotr.unit,lotr.unit.PinnathGelinSoldier_Horse,Pinnath Gelin Knight
lotr.unit,lotr.unit.BlackrootSoldier_Horse,Blackroot Knight
lotr.unit,lotr.unit.LamedonSoldier_Horse,Lamedon Knight
lotr.unit,lotr.unit.EasterlingWarrior_Horse,Easterling Horseman
lotr.unit,lotr.unit.EasterlingArcher_Horse,Easterling Horse Archer
lotr.unit,lotr.unit.EasterlingGoldWarrior_Horse,Golden Easterling Horseman
lotr.unit,lotr.unit.RivendellWarrior_Horse,Rivendell Rider
lotr.unit,lotr.unit.HarnedorWarrior_Horse,Harnennor Horseman
lotr.unit,lotr.unit.HarnedorArcher_Horse,Harnennor Horse Archer
lotr.unit,lotr.unit.UmbarWarrior_Horse,Umbar Horseman
lotr.unitinfo,lotr.unitinfo.Corsair,Corsairs are better at looting coins from slain enemies
lotr.unit,lotr.unit.NomadWarrior_Camel,Nomad Camelman
lotr.unit,lotr.unit.NomadArcher_Camel,Nomad Camel Archer
lotr.unit,lotr.unit.GulfWarrior_Horse,Gulfing Horseman
lotr.unit,lotr.unit.GulfArcher_Horse,Gulfing Horse Archer
lotr.loading,lotr.loading.enterME,Entering Middle-earth
lotr.loading,lotr.loading.enterUtumno,Entering the pits of Utumno...
lotr.biome,lotr.biome.river.name,River
lotr.biome,lotr.biome.mistyMountains.name,Misty Mountains
lotr.biome,lotr.biome.shire.name,The Shire
lotr.biome,lotr.biome.shireWoodlands.name,Shire Woodlands
lotr.biome,lotr.biome.mordorMountains.name,Mordor Mountains
lotr.biome,lotr.biome.whiteMountains.name,White Mountains
lotr.biome,lotr.biome.celebrant.name,Field of Celebrant
lotr.biome,lotr.biome.ironHills.name,Iron Hills
lotr.biome,lotr.biome.deadMarshes.name,Dead Marshes
lotr.biome,lotr.biome.trollshaws.name,Trollshaws
lotr.biome,lotr.biome.mirkwoodCorrupted.name,Mirkwood
lotr.biome,lotr.biome.rohanUrukHighlands.name,Uruk Highlands
lotr.biome,lotr.biome.emynMuil.name,Emyn Muil
lotr.biome,lotr.biome.ithilien.name,Ithilien
lotr.biome,lotr.biome.loneLands.name,Lone-lands
lotr.biome,lotr.biome.loneLandsHills.name,Weather Hills
lotr.biome,lotr.biome.angle.name,The Angle
lotr.biome,lotr.biome.ettenmoors.name,Ettenmoors
lotr.biome,lotr.biome.oldForest.name,Old Forest
lotr.biome,lotr.biome.harondor.name,Harondor
lotr.biome,lotr.biome.eriador.name,Eriador
lotr.biome,lotr.biome.eriadorDowns.name,Eriador Downs
lotr.biome,lotr.biome.erynVorn.name,Eryn Vorn
lotr.biome,lotr.biome.greyMountains.name,Grey Mountains
lotr.biome,lotr.biome.midgewater.name,Midgewater
lotr.biome,lotr.biome.brownLands.name,Brown Lands
lotr.biome,lotr.biome.ocean.name,The Sea
lotr.biome,lotr.biome.anduinHills.name,Anduin Hills
lotr.biome,lotr.biome.meneltarma.name,Meneltarma
lotr.biome,lotr.biome.gladdenFields.name,Gladden Fields
lotr.biome,lotr.biome.lothlorienEdge.name,Eaves of Lothlórien
lotr.biome,lotr.biome.forodwaith.name,Forodwaith
lotr.biome,lotr.biome.enedwaith.name,Enedwaith
lotr.biome,lotr.biome.eregion.name,Eregion
lotr.biome,lotr.biome.lindonWoodlands.name,Lindon Woodlands
lotr.biome,lotr.biome.eastBight.name,East Bight
lotr.biome,lotr.biome.mirkwoodMountains.name,Mirkwood Mountains
lotr.biome,lotr.biome.wilderland.name,Wilderland
lotr.biome,lotr.biome.dagorlad.name,Dagorlad
lotr.biome,lotr.biome.nurn.name,Nurn
lotr.biome,lotr.biome.nurnen.name,Sea of Núrnen
lotr.biome,lotr.biome.nurnMarshes.name,Nurn Marshes
lotr.biome,lotr.biome.angmarMountains.name,Angmar Mountains
lotr.biome,lotr.biome.anduinMouth.name,Mouths of Anduin
lotr.biome,lotr.biome.entwashMouth.name,Mouths of Entwash
lotr.biome,lotr.biome.dorEnErnil.name,Dor-en-Ernil
lotr.biome,lotr.biome.dorEnErnilHills.name,Dor-en-Ernil Hills
lotr.biome,lotr.biome.fangornWasteland.name,Fangorn Wasteland
lotr.biome,lotr.biome.rohanWoodlands.name,Rohan Woodlands
lotr.biome,lotr.biome.gondorWoodlands.name,Gondor Woodlands
lotr.biome,lotr.biome.lake.name,Lake
lotr.biome,lotr.biome.lindonCoast.name,Lindon Coastline
lotr.biome,lotr.biome.barrowDowns.name,Barrow-downs
lotr.biome,lotr.biome.longMarshes.name,Long Marshes
lotr.biome,lotr.biome.fangornClearing.name,Fangorn Clearing
lotr.biome,lotr.biome.ithilienHills.name,Ithilien Hills
lotr.biome,lotr.biome.ithilienWasteland.name,Ithilien Wasteland
lotr.biome,lotr.biome.nindalf.name,Nindalf
lotr.biome,lotr.biome.coldfells.name,Coldfells
lotr.biome,lotr.biome.nanCurunir.name,Nan Curunír
lotr.biome,lotr.biome.adornland.name,Adornland
lotr.biome,lotr.biome.whiteDowns.name,White Downs
lotr.biome,lotr.biome.swanfleet.name,Swanfleet
lotr.biome,lotr.biome.pelennor.name,Pelennor Fields
lotr.biome,lotr.biome.minhiriath.name,Minhiriath
lotr.biome,lotr.biome.erebor.name,Erebor
lotr.biome,lotr.biome.mirkwoodNorth.name,Northern Mirkwood
lotr.biome,lotr.biome.woodlandRealmHills.name,Woodland Realm Hills
lotr.biome,lotr.biome.island.name,Island
lotr.biome,lotr.biome.forodwaithMountains.name,Forodwaith Mountains
lotr.biome,lotr.biome.mistyMountainsFoothills.name,Misty Mountains Foothills
lotr.biome,lotr.biome.greyMountainsFoothills.name,Grey Mountains Foothills
lotr.biome,lotr.biome.blueMountainsFoothills.name,Blue Mountains Foothills
lotr.biome,lotr.biome.tundra.name,Northlands
lotr.biome,lotr.biome.taiga.name,Northern Forests
lotr.biome,lotr.biome.chetwood.name,Chetwood
lotr.biome,lotr.biome.forodwaithGlacier.name,Forodwaith Glacier
lotr.biome,lotr.biome.whiteMountainsFoothills.name,White Mountains Foothills
lotr.biome,lotr.biome.beach.name,Beach
lotr.biome,lotr.biome.beachGravel.name,Gravel Beach
lotr.biome,lotr.biome.nearHarad.name,Great Desert
lotr.biome,lotr.biome.farHarad.name,Far Harad Grasslands
lotr.biome,lotr.biome.haradMountains.name,Harad Mountains
lotr.biome,lotr.biome.farHaradJungle.name,Far Harad Jungle
lotr.biome,lotr.biome.umbarHills.name,Umbar Hills
lotr.biome,lotr.biome.nearHaradHills.name,Desert Hills
lotr.biome,lotr.biome.farHaradJungleLake.name,Far Harad Jungle Lake
lotr.biome,lotr.biome.lostladen.name,Lostladen
lotr.biome,lotr.biome.farHaradForest.name,Far Harad Forest
lotr.biome,lotr.biome.nearHaradFertile.name,Southron Coasts
lotr.biome,lotr.biome.pertorogwaith.name,Perdorogwaith
lotr.biome,lotr.biome.umbarForest.name,Umbar Forest
lotr.biome,lotr.biome.farHaradJungleEdge.name,Far Harad Jungle Edge
lotr.biome,lotr.biome.tauredainClearing.name,Taurethrim Clearing
lotr.biome,lotr.biome.dorwinionHills.name,Emyn Winion
lotr.biome,lotr.biome.tolfalas.name,Tolfalas
lotr.biome,lotr.biome.rhunForest.name,Rhûn Forest
lotr.biome,lotr.biome.redMountains.name,Red Mountains
lotr.biome,lotr.biome.redMountainsFoothills.name,Red Mountains Foothills
lotr.biome,lotr.biome.nearHaradSemiDesert.name,Half-deserts
lotr.biome,lotr.biome.farHaradArid.name,Far Harad Arid Grasslands
lotr.biome,lotr.biome.farHaradAridHills.name,Far Harad Arid Hills
lotr.biome,lotr.biome.farHaradSwamp.name,Far Harad Swampland
lotr.biome,lotr.biome.farHaradCloudForest.name,Far Harad Cloud Forest
lotr.biome,lotr.biome.farHaradBushland.name,Far Harad Bushland
lotr.biome,lotr.biome.farHaradBushlandHills.name,Far Harad Bushland Hills
lotr.biome,lotr.biome.farHaradMangrove.name,Far Harad Mangrove
lotr.biome,lotr.biome.nearHaradFertileForest.name,Southron Forests
lotr.biome,lotr.biome.anduinVale.name,Vales of Anduin
lotr.biome,lotr.biome.wold.name,The Wold
lotr.biome,lotr.biome.shireMoors.name,Shire Moors
lotr.biome,lotr.biome.shireMarshes.name,Shire Marshes
lotr.biome,lotr.biome.nearHaradRedDesert.name,Red Desert
lotr.biome,lotr.biome.farHaradVolcano.name,Far Harad Volcano
lotr.biome,lotr.biome.udun.name,Udûn
lotr.biome,lotr.biome.gorgoroth.name,Gorgoroth
lotr.biome,lotr.biome.morgulVale.name,Morgul Vale
lotr.biome,lotr.biome.easternDesolation.name,Eastern Desolation
lotr.biome,lotr.biome.towerHills.name,Tower Hills
lotr.biome,lotr.biome.gulfHaradForest.name,Gulf Forest
lotr.biome,lotr.biome.wilderlandNorth.name,Northern Wilderland
lotr.biome,lotr.biome.forodwaithCoast.name,Forodwaith Coastline
lotr.biome,lotr.biome.farHaradCoast.name,Corsair Coasts
lotr.biome,lotr.biome.nearHaradRiverbank.name,Harad Desert Riverbank
lotr.biome,lotr.biome.imlothMelui.name,Imloth Melui
lotr.biome,lotr.biome.nearHaradOasis.name,Near Harad Oasis
lotr.biome,lotr.biome.beachWhite.name,White Beach
lotr.biome,lotr.biome.lamedonHills.name,Lamedon Hills
lotr.biome,lotr.biome.andrast.name,Andrast
lotr.biome,lotr.biome.pukel.name,Drúwaith Iaur
lotr.biome,lotr.biome.rhunLandSteppe.name,Rhúdel Steppe
lotr.biome,lotr.biome.rhunLandHills.name,Rhúdel Hills
lotr.biome,lotr.biome.rhunRedForest.name,Eryn Garan
lotr.biome,lotr.biome.rhunIsland.name,Tol Rhúnaer
lotr.biome,lotr.biome.rhunIslandForest.name,Eryn Rhúnaer
lotr.biome,lotr.biome.lastDesert.name,Last Desert
lotr.biome,lotr.biome.windMountains.name,Mountains of the Wind
lotr.biome,lotr.biome.windMountainsFoothills.name,Foothills of the Wind
lotr.biome,lotr.biome.rivendellHills.name,Rivendell Hills
lotr.biome,lotr.biome.farHaradJungleMountains.name,Harad Jungle Mountains
lotr.biome,lotr.biome.halfTrollForest.name,Taur-i-Thorogrim
lotr.biome,lotr.biome.farHaradKanuka.name,Kanuka Forest
lotr.map,lotr.map.belegaer,Belegaer
lotr.map,lotr.map.belegaer_sub,the Sundering Seas
lotr.map,lotr.map.westernIsles,Western Isles
lotr.map,lotr.map.forochel,Forochel
lotr.map,lotr.map.northMoors,North Moors
lotr.map,lotr.map.hillsEvendim,Evendim
lotr.map,lotr.map.northDowns,North Downs
lotr.map,lotr.map.southDowns,South Downs
lotr.map,lotr.map.weatherHills,Weather Hills
lotr.map,lotr.map.forlindon,Forlindon
lotr.map,lotr.map.harlindon,Harlindon
lotr.map,lotr.map.gulfLune,Gulf of Lune
lotr.map,lotr.map.farDowns,Far Downs
lotr.map,lotr.map.rhovanion,Rhovanion
lotr.map,lotr.map.westemnet,Westemnet
lotr.map,lotr.map.eastemnet,Eastemnet
lotr.map,lotr.map.westfold,Westfold
lotr.map,lotr.map.eastfold,Eastfold
lotr.map,lotr.map.westmarch,West-march
lotr.map,lotr.map.anorien,Anórien
lotr.map,lotr.map.anfalas,Anfalas
lotr.map,lotr.map.bayBelfalas,Bay of Belfalas
lotr.map,lotr.map.ashMountains,Ash Mountains
lotr.map,lotr.map.shadowMountains,Mountains of Shadow
lotr.map,lotr.map.rhunSea,Sea of Rhûn
lotr.map,lotr.map.palisor,Palisor
lotr.map,lotr.map.wildWood,Wild Wood
lotr.map,lotr.map.harunnor,Harunnor
lotr.map,lotr.map.utterEast,Uttermost East
lotr.map,lotr.map.lithnen,Emyn Lithnen
lotr.map,lotr.map.lostladen,Desert of Lostladen
lotr.map,lotr.map.khand,Khand
lotr.map,lotr.map.farHarad,Far Harad
lotr.map,lotr.map.farHaradHills,Emyn Haecharad
lotr.map,lotr.map.greatPlains,Great Grasslands
lotr.map,lotr.map.forestsSouth,Forests of the South
lotr.structure,lotr.structure.HobbitHole.name,Hobbit Hole
lotr.structure,lotr.structure.HobbitTavern.name,Hobbit Tavern
lotr.structure,lotr.structure.HobbitPicnicBench.name,Hobbit Picnic Bench
lotr.structure,lotr.structure.HobbitWindmill.name,Hobbit Windmill
lotr.structure,lotr.structure.HobbitFarm.name,Hobbit Farm
lotr.structure,lotr.structure.HayBale.name,Hay Bales
lotr.structure,lotr.structure.HobbitHouse.name,Hobbit House
lotr.structure,lotr.structure.HobbitBurrow.name,Hobbit Burrow
lotr.structure,lotr.structure.BreeHouse.name,Bree-land House
lotr.structure,lotr.structure.BreeOffice.name,Bree-land Sherriff Office
lotr.structure,lotr.structure.BreeSmithy.name,Bree-land Smithy
lotr.structure,lotr.structure.BreeInn.name,Bree-land Inn
lotr.structure,lotr.structure.BreeWell.name,Bree-land Well
lotr.structure,lotr.structure.BreeLampPost.name,Bree-land Lamp-post
lotr.structure,lotr.structure.BreeBarn.name,Bree-land Barn
lotr.structure,lotr.structure.BreeRuffianHouse.name,Bree-land Ruffian House
lotr.structure,lotr.structure.BreeStables.name,Bree-land Stables
lotr.structure,lotr.structure.BreeGarden.name,Bree-land Garden
lotr.structure,lotr.structure.BreeHobbitBurrow.name,Bree-hobbit Burrow
lotr.structure,lotr.structure.BreeMarketBaker.name,Bree-land Baker's Stall
lotr.structure,lotr.structure.BreeMarketButcher.name,Bree-land Butcher's Stall
lotr.structure,lotr.structure.BreeMarketBrewer.name,Bree-land Brewer's Stall
lotr.structure,lotr.structure.BreeMarketMason.name,Bree-land Stonemason's Stall
lotr.structure,lotr.structure.BreeMarketLumber.name,Bree-land Lumberman's Stall
lotr.structure,lotr.structure.BreeMarketSmith.name,Bree-land Blacksmith's Stall
lotr.structure,lotr.structure.BreeMarketFlorist.name,Bree-land Florist's Stall
lotr.structure,lotr.structure.BreeMarketFarmer.name,Bree-land Farmer's Stall
lotr.structure,lotr.structure.BreeMarket.name,Bree-land Market
lotr.structure,lotr.structure.BreeHamlet.name,Bree-land Hamlet
lotr.structure,lotr.structure.BreeVillage.name,Bree-land Village
lotr.structure,lotr.structure.BreeGate.name,Bree-land Gate
lotr.structure,lotr.structure.BreeGatehouse.name,Bree-land Gatehouse
lotr.structure,lotr.structure.BlueMountainsHouse.name,Blue Mountains House
lotr.structure,lotr.structure.BlueMountainsStronghold.name,Blue Mountains Stronghold
lotr.structure,lotr.structure.BlueMountainsSmithy.name,Blue Mountains Smithy
lotr.structure,lotr.structure.HighElvenTurret.name,High Elven Turret
lotr.structure,lotr.structure.RuinedHighElvenTurret.name,Ruined High Elven Turret
lotr.structure,lotr.structure.HighElvenHall.name,Lindon Hall
lotr.structure,lotr.structure.UnderwaterElvenRuin.name,Underwater Elven Ruin
lotr.structure,lotr.structure.HighElvenForge.name,Lindon Smithy
lotr.structure,lotr.structure.RuinedEregionForge.name,Ruined Eregion Smithy
lotr.structure,lotr.structure.HighElvenTower.name,Lindon Tower
lotr.structure,lotr.structure.TowerHillsTower.name,Tower Hills Tower
lotr.structure,lotr.structure.HighElfHouse.name,Lindon House
lotr.structure,lotr.structure.RivendellHouse.name,Rivendell House
lotr.structure,lotr.structure.RivendellHall.name,Rivendell Hall
lotr.structure,lotr.structure.RivendellForge.name,Rivendell Smithy
lotr.structure,lotr.structure.RuinedDunedainTower.name,Ruined Dúnedain Tower
lotr.structure,lotr.structure.RuinedHouse.name,Ruined House
lotr.structure,lotr.structure.RangerTent.name,Ranger Tent
lotr.structure,lotr.structure.NumenorRuin.name,Númenórean Ruin
lotr.structure,lotr.structure.BDBarrow.name,Barrow-downs Barrow
lotr.structure,lotr.structure.RangerWatchtower.name,Ranger Watchtower
lotr.structure,lotr.structure.BurntHouse.name,Burnt House
lotr.structure,lotr.structure.RottenHouse.name,Rotten House
lotr.structure,lotr.structure.RangerHouse.name,Dúnedain House
lotr.structure,lotr.structure.RangerLodge.name,Dúnedain Lodge
lotr.structure,lotr.structure.RangerStables.name,Dúnedain Stables
lotr.structure,lotr.structure.RangerSmithy.name,Dúnedain Smithy
lotr.structure,lotr.structure.RangerWell.name,Dúnedain Well
lotr.structure,lotr.structure.RangerVillageLight.name,Dúnedain Village Light
lotr.structure,lotr.structure.DunedainVillage.name,Dúnedain Village
lotr.structure,lotr.structure.RangerCamp.name,Ranger Camp
lotr.structure,lotr.structure.OrcDungeon.name,Orc Dungeon
lotr.structure,lotr.structure.GundabadTent.name,Gundabad Tent
lotr.structure,lotr.structure.GundabadForgeTent.name,Gundabad Forge Tent
lotr.structure,lotr.structure.GundabadCamp.name,Gundabad Camp
lotr.structure,lotr.structure.AngmarTower.name,Angmar Tower
lotr.structure,lotr.structure.AngmarShrine.name,Angmar Shrine
lotr.structure,lotr.structure.AngmarWargPit.name,Angmar Warg Pit
lotr.structure,lotr.structure.AngmarTent.name,Angmar Tent
lotr.structure,lotr.structure.AngmarForgeTent.name,Angmar Forge Tent
lotr.structure,lotr.structure.AngmarCamp.name,Angmar Camp
lotr.structure,lotr.structure.AngmarHillmanHouse.name,Rhudaur Hillman House
lotr.structure,lotr.structure.AngmarHillmanChieftainHouse.name,Rhudaur Hillman Chieftain House
lotr.structure,lotr.structure.RhudaurCastle.name,Rhudaur Castle
lotr.structure,lotr.structure.WoodElfLookoutPlatform.name,Wood-elf Lookout Platform
lotr.structure,lotr.structure.WoodElfHouse.name,Wood-elf House
lotr.structure,lotr.structure.WoodElfTower.name,Wood-elven Tower
lotr.structure,lotr.structure.RuinedWoodElfTower.name,Ruined Wood-elven Tower
lotr.structure,lotr.structure.WoodElvenForge.name,Wood-elven Smithy
